2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, FAKIRBHUDIHAL, 215152, 1664335, Drinking water, 0, 0, 0, 0, 0, 0, 344235, 344235
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, ANAWAL, 215149, 1674828, Fuel and fodder, 0, 0, 0, 0, 0, 0, 99000, 99000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, ANAWAL, 215149, 1674828, Roads, 0, 0, 0, 0, 0, 0, 151000, 151000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, ANAWAL, 215149, 1674828, Rural electrification, 0, 0, 0, 0, 0, 0, 96000, 96000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, ANAWAL, 215149, 1674828, Rural housing, 0, 0, 0, 0, 0, 0, 84000, 84000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, ANAWAL, 215149, 1674828, Welfare of the weaker sections, 0, 0, 0, 0, 0, 0, 89000, 89000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, ANAWAL, 215149, 1674828, Women and child development, 0, 0, 0, 0, 0, 0, 33564, 33564
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, ANAWAL, 215149, 1674828, Total, 0, 0, 0, 0, 0, 0, 1915117, 1915117
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, JAMANKATTI, 215161, 1785799, Roads, 0, 0, 0, 0, 0, 0, 500000, 500000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, JAMANKATTI, 215161, 1785799, Total, 0, 0, 0, 0, 0, 0, 500000, 500000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, MAMTAGERI, 215170, 1748548, Drinking water, 0, 0, 0, 0, 0, 0, 498726, 498726
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, MAMTAGERI, 215170, 1748548, Rural electrification, 0, 0, 0, 0, 0, 0, 120048, 120048
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, MAMTAGERI, 215170, 1748548, Total, 0, 0, 0, 0, 0, 0, 618774, 618774
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, HOSUR, 215157, 1680127, Drinking water, 0, 0, 0, 0, 0, 0, 309213, 309213
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, HOSUR, 215157, 1680127, Family welfare, 0, 0, 0, 0, 0, 0, 110668, 110668
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, HOSUR, 215157, 1680127, Maintenance of community system, 0, 0, 0, 0, 0, 0, 100000, 100000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, HOSUR, 215157, 1680127, Roads, 0, 0, 0, 0, 0, 0, 1328663, 1328663
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, HOSUR, 215157, 1680127, Rural electrification, 0, 0, 0, 0, 0, 0, 212347, 212347
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, HOSUR, 215157, 1680127, Small-scale industries, 0, 0, 0, 0, 0, 0, 51801, 51801
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, HOSUR, 215157, 1680127, Women and child development, 0, 0, 0, 0, 0, 0, 100000, 100000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, HOSUR, 215157, 1680127, Total, 0, 0, 0, 0, 0, 0, 2212692, 2212692
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, KATAGERI, 215163, 1680124, Sanitation, 0, 0, 0, 0, 0, 0, 48000, 48000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, KATAGERI, 215163, 1680124, Total, 0, 0, 0, 0, 0, 0, 48000, 48000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, CHOLACHAGUD, 215151, 1667220, Drinking water, 0, 0, 0, 0, 0, 0, 619380, 619380
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, CHOLACHAGUD, 215151, 1667220, Non-conventional energy sources, 0, 0, 0, 0, 0, 0, 99996, 99996
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, CHOLACHAGUD, 215151, 1667220, Poverty allevation programme, 0, 0, 0, 0, 0, 0, 300000, 300000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, CHOLACHAGUD, 215151, 1667220, Roads, 0, 0, 0, 0, 0, 0, 399996, 399996
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, CHOLACHAGUD, 215151, 1667220, Sanitation, 0, 0, 0, 0, 0, 0, 214692, 214692
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, CHOLACHAGUD, 215151, 1667220, Total, 0, 0, 0, 0, 0, 0, 1634064, 1634064
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, KOTIKAL, 215168, 1618859, Drinking water, 0, 0, 0, 0, 0, 0, 140000, 140000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, KOTIKAL, 215168, 1618859, Education, 0, 0, 0, 0, 0, 0, 30000, 30000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, KOTIKAL, 215168, 1618859, Public distribution system, 0, 0, 0, 0, 0, 0, 83882, 83882
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, KOTIKAL, 215168, 1618859, Roads, 0, 0, 0, 0, 0, 0, 40000, 40000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, KOTIKAL, 215168, 1618859, Rural electrification, 0, 0, 0, 0, 201465, 0, 170221, 371686
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, KOTIKAL, 215168, 1618859, Sanitation, 0, 0, 0, 0, 0, 0, 100000, 100000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, KOTIKAL, 215168, 1618859, Women and child development, 0, 0, 0, 0, 0, 0, 40293, 40293
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, KOTIKAL, 215168, 1618859, Total, 0, 0, 0, 0, 201465, 0, 604396, 805861
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, HANSANUR, 215155, 1680126, Drinking water, 0, 0, 0, 0, 0, 0, 625000, 625000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, HANSANUR, 215155, 1680126, Health, 0, 0, 0, 0, 0, 0, 20000, 20000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, HANSANUR, 215155, 1680126, Roads, 0, 0, 0, 0, 0, 0, 1617000, 1617000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, HANSANUR, 215155, 1680126, Rural electrification, 0, 0, 0, 0, 0, 0, 80000, 80000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, HANSANUR, 215155, 1680126, Technical training and vocational education, 0, 0, 0, 0, 0, 0, 118000, 118000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, HANSANUR, 215155, 1680126, Total, 0, 0, 0, 0, 0, 0, 2460000, 2460000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, KITTALI, 215167, 1743314, Drinking water, 0, 0, 0, 0, 0, 0, 243112, 243112
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, KITTALI, 215167, 1743314, Maintenance of community system, 0, 0, 0, 0, 0, 0, 35000, 35000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, KITTALI, 215167, 1743314, Rural electrification, 0, 0, 0, 0, 0, 0, 106358, 106358
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, KITTALI, 215167, 1743314, Sanitation, 0, 0, 0, 0, 0, 0, 173050, 173050
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, KITTALI, 215167, 1743314, Welfare of the weaker sections, 0, 0, 0, 0, 0, 0, 20260, 20260
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, KITTALI, 215167, 1743314, Total, 0, 0, 0, 0, 0, 0, 577780, 577780
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, HULLIKERI, 215159, 1625850, Drinking water, 0, 0, 0, 0, 0, 0, 558000, 558000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, HULLIKERI, 215159, 1625850, Health, 0, 0, 0, 0, 0, 0, 60000, 60000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, HULLIKERI, 215159, 1625850, Maintenance of community system, 0, 0, 0, 0, 0, 0, 150000, 150000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, HULLIKERI, 215159, 1625850, Public distribution system, 0, 0, 0, 0, 0, 0, 125000, 125000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, HULLIKERI, 215159, 1625850, Rural electrification, 0, 0, 0, 0, 0, 0, 225000, 225000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, HULLIKERI, 215159, 1625850, Technical training and vocational education, 0, 0, 0, 0, 0, 0, 150000, 150000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, HULLIKERI, 215159, 1625850, Total, 0, 0, 0, 0, 0, 0, 1268000, 1268000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, NAGARAL S.P., 215174, 1723127, Drinking water, 0, 0, 0, 0, 0, 0, 860000, 860000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, NAGARAL S.P., 215174, 1723127, Minor forest produce, 0, 0, 0, 0, 0, 0, 25000, 25000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, NAGARAL S.P., 215174, 1723127, Roads, 0, 0, 0, 0, 0, 0, 50000, 50000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, NAGARAL S.P., 215174, 1723127, Rural electrification, 0, 0, 0, 0, 0, 0, 152000, 152000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, NAGARAL S.P., 215174, 1723127, Technical training and vocational education, 0, 0, 0, 0, 0, 0, 75000, 75000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, NAGARAL S.P., 215174, 1723127, Welfare of the weaker sections, 0, 0, 0, 0, 0, 0, 50000, 50000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, NAGARAL S.P., 215174, 1723127, Total, 0, 0, 0, 0, 0, 0, 1212000, 1212000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, NEELGUND, 215176, 1742867, Drinking water, 0, 0, 0, 0, 0, 0, 156600, 156600
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, NEELGUND, 215176, 1742867, Roads, 0, 0, 0, 0, 0, 0, 192000, 192000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, NEELGUND, 215176, 1742867, Rural electrification, 0, 0, 0, 0, 0, 0, 73915, 73915
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, NEELGUND, 215176, 1742867, Welfare of the weaker sections, 0, 0, 0, 0, 0, 0, 36846, 36846
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, NEELGUND, 215176, 1742867, Total, 0, 0, 0, 0, 0, 0, 459361, 459361
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, PATTADKAL, 215180, 1730402, Cultural activities, 0, 0, 0, 0, 0, 0, 43000, 43000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, PATTADKAL, 215180, 1730402, Drinking water, 0, 0, 0, 0, 0, 0, 133000, 133000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, PATTADKAL, 215180, 1730402, Land improvement, 0, 0, 0, 0, 0, 0, 175000, 175000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, PATTADKAL, 215180, 1730402, Libraries, 0, 0, 0, 0, 0, 0, 41320, 41320
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, PATTADKAL, 215180, 1730402, Roads, 0, 0, 0, 0, 0, 0, 354500, 354500
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, PATTADKAL, 215180, 1730402, Rural electrification, 0, 0, 0, 0, 0, 0, 509024, 509024
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, PATTADKAL, 215180, 1730402, Rural housing, 0, 0, 0, 0, 0, 0, 163000, 163000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, PATTADKAL, 215180, 1730402, Total, 0, 0, 0, 0, 0, 0, 1418844, 1418844
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, NEELGUND, 215176, 2852726, Rural electrification, 0, 0, 0, 0, 0, 0, 197000, 197000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, NEELGUND, 215176, 2852726, Total, 0, 0, 0, 0, 0, 0, 197000, 197000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, MANGALORE, 215171, 1751452, Roads, 0, 0, 0, 0, 0, 0, 790686, 790686
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, MANGALORE, 215171, 1751452, Total, 0, 0, 0, 0, 0, 0, 790686, 790686
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, NEERBHUDIHAL, 215178, 1680128, Drinking water, 0, 0, 0, 0, 0, 0, 590000, 590000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, NEERBHUDIHAL, 215178, 1680128, Rural electrification, 0, 0, 0, 0, 0, 0, 200000, 200000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, NEERBHUDIHAL, 215178, 1680128, Social welfare, 0, 0, 0, 0, 0, 0, 343000, 343000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, NEERBHUDIHAL, 215178, 1680128, Total, 0, 0, 0, 0, 0, 0, 1133000, 1133000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, NEERALKERI, 215177, 1756594, Drinking water, 0, 0, 0, 0, 0, 0, 785000, 785000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, NEERALKERI, 215177, 1756594, Land improvement, 0, 0, 0, 0, 0, 0, 600000, 600000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, NEERALKERI, 215177, 1756594, Public distribution system, 0, 0, 0, 0, 0, 0, 152000, 152000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, NEERALKERI, 215177, 1756594, Women and child development, 0, 0, 0, 0, 0, 0, 76375, 76375
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, NEERALKERI, 215177, 1756594, Total, 0, 0, 0, 0, 0, 0, 1613375, 1613375
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, SULIKERI, 215181, 1617809, Drinking water, 0, 0, 0, 0, 191480, 45000, 0, 236480
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, SULIKERI, 215181, 1617809, Roads, 0, 0, 0, 0, 60000, 0, 165628, 225628
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, SULIKERI, 215181, 1617809, Rural electrification, 0, 0, 0, 0, 0, 0, 10000, 10000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, SULIKERI, 215181, 1617809, Sanitation, 0, 0, 0, 0, 0, 0, 211910, 211910
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, SULIKERI, 215181, 1617809, Total, 0, 0, 0, 0, 251480, 45000, 387538, 684018
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, ALUR-SK, 273085, 1708425, Drinking water, 0, 0, 0, 0, 0, 0, 254952, 254952
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, ALUR-SK, 273085, 1708425, Education, 0, 0, 0, 0, 0, 0, 53302, 53302
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, ALUR-SK, 273085, 1708425, Roads, 0, 0, 0, 0, 0, 0, 49450, 49450
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, ALUR-SK, 273085, 1708425, Total, 0, 0, 0, 0, 0, 0, 357704, 357704
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, PARVATI, 215179, 1755785, Health, 0, 0, 0, 0, 0, 0, 180000, 180000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, PARVATI, 215179, 1755785, Public distribution system, 0, 0, 0, 0, 0, 0, 245454, 245454
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, PARVATI, 215179, 1755785, Sanitation, 0, 0, 0, 0, 0, 0, 555542, 555542
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, PARVATI, 215179, 1755785, Total, 0, 0, 0, 0, 0, 0, 980996, 980996
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, HANGARAGI, 273088, 1812502, Drinking water, 0, 0, 0, 0, 0, 0, 438000, 438000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, HANGARAGI, 273088, 1812502, Markets and fairs, 0, 0, 0, 0, 0, 0, 70000, 70000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, HANGARAGI, 273088, 1812502, Sanitation, 0, 0, 0, 0, 0, 0, 43700, 43700
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, HANGARAGI, 273088, 1812502, Social forestry and farm forestry, 0, 0, 0, 0, 0, 0, 40000, 40000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, HANGARAGI, 273088, 1812502, Technical training and vocational education, 0, 0, 0, 0, 0, 0, 100000, 100000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, HANGARAGI, 273088, 1812502, Total, 0, 0, 0, 0, 0, 0, 691700, 691700
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, KAINAKATTI, 273089, 1680130, Cultural activities, 0, 0, 0, 0, 0, 0, 30000, 30000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, KAINAKATTI, 273089, 1680130, Drinking water, 0, 0, 0, 0, 0, 0, 64000, 64000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, KAINAKATTI, 273089, 1680130, Education, 0, 0, 0, 0, 0, 0, 70000, 70000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, KAINAKATTI, 273089, 1680130, Health, 0, 0, 0, 0, 0, 0, 32000, 32000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, KAINAKATTI, 273089, 1680130, Non-conventional energy sources, 0, 0, 0, 0, 0, 0, 200000, 200000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, KAINAKATTI, 273089, 1680130, Public distribution system, 0, 0, 0, 0, 0, 0, 76696, 76696
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, KAINAKATTI, 273089, 1680130, Roads, 0, 0, 0, 0, 0, 0, 415000, 415000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, KAINAKATTI, 273089, 1680130, Rural housing, 0, 0, 0, 0, 0, 0, 70000, 70000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, KAINAKATTI, 273089, 1680130, Sanitation, 0, 0, 0, 0, 0, 0, 205000, 205000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, KAINAKATTI, 273089, 1680130, Women and child development, 0, 0, 0, 0, 0, 0, 32000, 32000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, KAINAKATTI, 273089, 1680130, Total, 0, 0, 0, 0, 0, 0, 1194696, 1194696
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, HANAPUR-SP, 273087, 1797939, Drinking water, 0, 0, 0, 0, 0, 0, 631000, 631000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, HANAPUR-SP, 273087, 1797939, Education, 0, 0, 0, 0, 0, 0, 50000, 50000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, HANAPUR-SP, 273087, 1797939, Family welfare, 0, 0, 0, 0, 0, 0, 36000, 36000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, HANAPUR-SP, 273087, 1797939, Land improvement, 0, 0, 0, 0, 0, 0, 70000, 70000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, HANAPUR-SP, 273087, 1797939, Maintenance of community system, 0, 0, 0, 0, 0, 0, 71000, 71000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, HANAPUR-SP, 273087, 1797939, Public distribution system, 0, 0, 0, 0, 0, 0, 69000, 69000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, HANAPUR-SP, 273087, 1797939, Rural electrification, 0, 0, 0, 0, 0, 0, 800000, 800000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, HANAPUR-SP, 273087, 1797939, Rural housing, 0, 0, 0, 0, 0, 0, 143000, 143000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, HANAPUR-SP, 273087, 1797939, Sanitation, 0, 0, 0, 0, 0, 0, 255000, 255000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, HANAPUR-SP, 273087, 1797939, Social welfare, 0, 0, 0, 0, 0, 0, 194000, 194000
2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, HANAPUR-SP, 273087, 1797939, Total, 0, 0, 0, 0, 0, 0, 2319000, 2319000
2017, KARNATAKA, 29, BAGALKOT, 479, BAGALKOT, 6085, BAGAVATI, 215182, 1619947, Sanitation, 0, 0, 0, 0, 150000, 0, 0, 150000
2017, KARNATAKA, 29, BAGALKOT, 479, BAGALKOT, 6085, BAGAVATI, 215182, 1619947, Total, 0, 0, 0, 0, 150000, 0, 0, 150000
2017, KARNATAKA, 29, BAGALKOT, 479, BAGALKOT, 6085, BEL-KERUR, 215183, 1674829, Sanitation, 0, 0, 0, 0, 0, 0, 174000, 174000
2017, KARNATAKA, 29, BAGALKOT, 479, BAGALKOT, 6085, BEL-KERUR, 215183, 1674829, Total, 0, 0, 0, 0, 0, 0, 174000, 174000
