start,end,today,simserial,subscriberid,deviceid,phonenumber,audit,audit_URL,GPS,_GPS_latitude,_GPS_longitude,_GPS_altitude,_GPS_precision,Time1_Auto,VillageID,VillageIDRepeat,NoteInt1,NoteConst1,NoteConst2,Q11,Q12,Q1,Q2,Q3,Q4,Time2_Auto,Q5,Q7,Q6,Q8,Q8_other,Q9,Q9_1,Q9_1/1,Q9_1/2,Q9_1/3,Q9_1/4,Q9_1/5,Q9_1/6,Q9_1/7,Q9_1/8,Q9_1/9,Q9_1/10,Q9_1/11,Q9_1/12,Q9_1/13,Q9_1/14,Q9_1/16,Q9_1/888,Q9_1/999,Q9_1_other,Q10,Time3_Auto,Q13,Note15,Q14,Q14_1,Q14_2,Q14_3,Q14_3_other,Q15,Q15_1,Note16,Q16,Note17,Q17,Q18,Q19,Q20,Time4_Auto,Note211,Note212,Note2121,Note22,Q22,Q23,Q23/1,Q23/2,Q23/3,Q23/4,Q23/5,Note27,Q27_1,Q27_2,Q27_3,Q27_4,Time5_Auto,NoteBudget1,NoteBudget2,Randomize,NoteBudgetControl,NoteBudgetT1,NoteBudgetT2,NoteBudget3,Note28,Q28_Toggle,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_1_Total,Note28Error,Q36_1,Q36_1_Text,Q36,Q36_other,Note37,Q37_1,Q37_2,Q37_3,Q37_4,Note29,Q29,Q30,Q31,Q32,Q32/1,Q32/2,Q32/3,Q32/4,Q32/5,Q35,Q35_other,Note39,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Note46,Q46_1,Q46_2,Q46_3,Q46_4,Note47,Note48,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Note57,Note58,Q58,Q59,Q60,Q64,Q64_1,Q61,Q62,Time6_Auto,NotePost,Note67_1,Q67_Toggle,Q67_1_1,Q67_1_2,Q67_1_3,Q67_1_4,Q67_1_5,Q67_1_Total,Note68_1,Q68_Toggle,Q68_1_1,Q68_1_2,Q68_1_3,Q68_1_4,Q68_1_5,Q68_1_Total,Note69_1,Q69_Toggle,Q69_1_1,Q69_1_2,Q69_1_3,Q69_1_4,Q69_1_5,Q69_1_Total,Q69_2,Q69_3,Q69_3/1,Q69_3/2,Q69_3/3,Q69_4,Time7_Auto,NoteEnd,Time8_Auto,Q70,Q71,Q72,Q73,Q74,Q74_1,Q74_1/1,Q74_1/2,Q74_1/3,Q74_1/4,Q75,Q76,Q76_1,Q76_1/1,Q76_1/2,Q76_1/3,Q76_1/4,Q76_2,Q77,Q78,Q79,Q80,Q83,Q84,Q87,Q88,Q91,Q92,Q93,Q94,Q95,Calc95_Total,Note95Error,Q96,Q97,Note98,Q98_1,Q98_2,Q98_3,Note99,Q99_1,Q99_2,Q99_2/0,Q99_2/1,Q99_2/2,Q99_2/3,Q99_2/4,Q99_2/5,Q99_2_other,Q99_3,Q99_3/0,Q99_3/1,Q99_3/2,Q99_3/3,Q99_3/4,Q99_3/5,Q99_3_other,Q100,Q100_other,Q101,Q101_1,Q101_2,Time9_Auto,background-audio,background-audio_URL,__version__,_version_,_version__001,_version__002,_id,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,_tags,_index
2022-05-14,2022-05-14,2022-05-14,,,collect:ZARQWen2yelBQp6E,,audit.csv,https://kc.kobotoolbox.org/media/original?media_file=geeklord%2Fattachments%2F6d4817e2117e43cb8c84e2627013e582%2F9c7f28a9-6138-44a8-8f19-76567003d9d9%2Faudit.csv,,,,,,2022-May-14 09:57:51,5105,5105,,,,1,1,Tipanna pujari,1,Rukmini shivsharan,2,2022-May-14 09:57:51,Surli,5,32,1,,1,,,,,,,,,,,,,,,,,,,,1,2022-May-14 09:57:51,1,,0,,,,,1,0,,1,,0,,,,2022-May-14 09:57:51,,,,,4,1 2 3,1,1,1,0,0,,2,,1,3,2022-May-14 09:57:51,,,2,,,,,,1,30,0,0,0,70,100,,5,????? ????????? ??????????? ?????????? ???????,7,,,10,8888,999,10,,1,1,1,1 2 3,1,1,1,0,0,4,,,1,1,1,,,0,0,,1,,3,2,,,3,0,,,,1,1,,,4,0,,1,1,,,2022-May-14 09:57:51,,,1,80,0,10,0,10,100,,1,25,0,10,15,50,100,,1,20,10,0,0,70,100,1,,,,,1,2022-May-14 09:57:51,,2022-May-14 09:57:51,1,2,1,1,0,,,,,,1,0,,,,,,,1,1,,,1,2,1,2,30,888,30,40,888,100,,1,1,,1,2,1,,1,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,,3,,1,1,1,2022-May-14 09:57:51,1652503407374.amr,https://kc.kobotoolbox.org/media/original?media_file=geeklord%2Fattachments%2F6d4817e2117e43cb8c84e2627013e582%2F9c7f28a9-6138-44a8-8f19-76567003d9d9%2F1652503407374.amr,vtjXBenaKMW6cLddBExK9E,vafXx8DqArDhcq5SSyTguJ,vJKFJjCqjiUx5Movkggbgd,vYuRmU4Qg2fC9oS7vZjyui,157052212,9c7f28a9-6138-44a8-8f19-76567003d9d9,2022-05-15,,,submitted_via_web,acrossdata,,11
2022-05-17,2022-05-17,2022-05-17,,,collect:ZARQWen2yelBQp6E,,audit.csv,https://kc.kobotoolbox.org/media/original?media_file=geeklord%2Fattachments%2F6d4817e2117e43cb8c84e2627013e582%2F6c80a507-750a-4ee6-aa8d-11d5c0e73ed8%2Faudit.csv,,,,,,2022-May-17 12:43:29,5102,5102,,,,1,1,Tipanna pujari,1,Rukmini shivsharan,2,2022-May-17 12:43:29,Krushnapur,5,32,1,,1,,,,,,,,,,,,,,,,,,,,2,2022-May-17 12:43:29,1,,0,,,,,1,0,,1,,0,,,,2022-May-17 12:43:29,,,,,4,3 1 2,1,1,1,0,0,,2,,1,3,2022-May-17 12:43:29,,,2,,,,,,1,20,30,0,0,50,100,,5,????? ????????? ??????????? ?????????? ???????,9,,,5,8888,999,20,,1,1,1,1 2 3,1,1,1,0,0,4,,,1,1,1,,,0,0,,1,,2,3,,,3,0,,,,0,,,,4,0,,1,1,,,2022-May-17 12:43:29,,,1,10,10,10,10,60,100,,1,5,20,10,5,60,100,,1,5,20,0,0,60,85,1,,,,,1,2022-May-17 12:43:29,,2022-May-17 12:43:29,1,3,1,1,0,,,,,,0,0,,,,,,,1,1,,,1,2,1,2,30,888,30,40,888,100,,1,1,,2,2,2,,1,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,,0,,0,,,2022-May-17 12:43:29,1652772421408.amr,https://kc.kobotoolbox.org/media/original?media_file=geeklord%2Fattachments%2F6d4817e2117e43cb8c84e2627013e582%2F6c80a507-750a-4ee6-aa8d-11d5c0e73ed8%2F1652772421408.amr,vtjXBenaKMW6cLddBExK9E,vafXx8DqArDhcq5SSyTguJ,vJKFJjCqjiUx5Movkggbgd,vYuRmU4Qg2fC9oS7vZjyui,157414139,6c80a507-750a-4ee6-aa8d-11d5c0e73ed8,2022-05-17,,,submitted_via_web,acrossdata,,12
2022-05-17,2022-05-17,2022-05-17,,,collect:xwJOIgU4y2TaJmhQ,,audit.csv,https://kc.kobotoolbox.org/media/original?media_file=geeklord%2Fattachments%2F6d4817e2117e43cb8c84e2627013e582%2F990454de-4eef-43b2-aa87-300f29e16313%2Faudit.csv,,,,,,2022-May-17 12:05:11,5220,5220,,,,1,1,Vaibhao khandare,1,Geeta,2,2022-May-17 12:05:11,Sirlas,5,30,1,,1,,,,,,,,,,,,,,,,,,,,1,2022-May-17 12:05:11,1,,0,,,,,1,0,,1,,3,0,0,0,2022-May-17 12:05:11,,,,,4,3 2 1,1,1,1,0,0,,1,,2,3,2022-May-17 12:05:11,,,2,,,,,,1,30,10,40,0,20,100,,1,?????????? ???????,1,,,10,0,30,5,,1,1,0,1 2 3,1,1,1,0,0,1,,,1,1,1,,,1,1,,1,,2,3,,,1,1,1,,,1,1,,,1,1,2,1,2,,,2022-May-17 12:05:11,,,1,40,20,0,20,20,100,,1,40,10,20,10,20,100,,1,20,10,20,10,40,100,1,,,,,1,2022-May-17 12:05:11,,2022-May-17 12:05:11,1,1,1,0,0,,,,,,0,0,,,,,,,0,1,,,1,2,1,1,40,0,30,30,0,100,,2,2,,1,3,1,,1,1 2 3,0,1,1,1,0,0,,0,1,0,0,0,0,0,,1,,1,1,1,2022-May-17 12:05:11,1652770140646.amr,https://kc.kobotoolbox.org/media/original?media_file=geeklord%2Fattachments%2F6d4817e2117e43cb8c84e2627013e582%2F990454de-4eef-43b2-aa87-300f29e16313%2F1652770140646.amr,vtjXBenaKMW6cLddBExK9E,vafXx8DqArDhcq5SSyTguJ,vJKFJjCqjiUx5Movkggbgd,vYuRmU4Qg2fC9oS7vZjyui,157433141,990454de-4eef-43b2-aa87-300f29e16313,2022-05-17,,,submitted_via_web,acrossdata,,13
2022-05-17,2022-05-17,2022-05-17,,,collect:uJvywnVk59BPmFhG,,audit.csv,https://kc.kobotoolbox.org/media/original?media_file=geeklord%2Fattachments%2F6d4817e2117e43cb8c84e2627013e582%2F3cab9b09-e394-4778-99bc-4d27c80fc7ba%2Faudit.csv,,,,,,2022-May-17 12:10:43,5221,5221,,,,1,1,Sandip samse ,1,Twinkal yogesh barkhade,2,2022-May-17 12:10:43,Taroda,5,30,1,,1,,,,,,,,,,,,,,,,,,,,2,2022-May-17 12:10:43,1,,0,,,,,1,0,,1,,0,,,,2022-May-17 12:10:43,,,,,1,1 2 3,1,1,1,0,0,,1,,2,3,2022-May-17 12:10:43,,,1,,,,,,1,10,10,10,50,20,100,,3,?????????? ???????????? ???????,8,,,20,888,20,20,,1,1,1,1 2 3,1,1,1,0,0,3,,,1,1,1,,,1,1,,1,,2,3,,,1,1,1,,,1,1,,,3,0,,1,1,,,2022-May-17 12:10:43,,,1,10,20,10,10,50,100,,1,5,80,5,5,5,100,,2,4,0,5,1,0,10,1,,,,,1,2022-May-17 12:10:43,,2022-May-17 12:10:43,1,3,1,1,0,,,,,,1,0,,,,,,,0,1,,,1,2,1,2,40,0,30,30,0,100,,2,1,,1,3,1,,1,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,,1,,1,1,1,2022-May-17 12:10:43,1652770370856.amr,https://kc.kobotoolbox.org/media/original?media_file=geeklord%2Fattachments%2F6d4817e2117e43cb8c84e2627013e582%2F3cab9b09-e394-4778-99bc-4d27c80fc7ba%2F1652770370856.amr,vtjXBenaKMW6cLddBExK9E,vafXx8DqArDhcq5SSyTguJ,vJKFJjCqjiUx5Movkggbgd,vYuRmU4Qg2fC9oS7vZjyui,157489576,3cab9b09-e394-4778-99bc-4d27c80fc7ba,2022-05-17,,,submitted_via_web,acrossdata,,14
2022-05-17,2022-05-17,2022-05-17,,,collect:OsDoLUM50PkoHZg9,,audit.csv,https://kc.kobotoolbox.org/media/original?media_file=geeklord%2Fattachments%2F6d4817e2117e43cb8c84e2627013e582%2Fb2d5fcc3-099b-496f-9865-0bd2344668dd%2Faudit.csv,,,,,,2022-May-17 12:03:34,5224,5224,,,,1,1,Vaishnavi giri,2,Prashant kute,1,2022-May-17 12:03:34,Yevti,5,30,1,,1,,,,,,,,,,,,,,,,,,,,2,2022-May-17 12:03:34,1,,0,,,,,1,0,,1,,0,,,,2022-May-17 12:03:34,,,,,4,2,0,1,0,0,0,,2,,1,3,2022-May-17 12:03:34,,,1,,,,,,1,50,0,0,0,50,100,,5,????? ????????? ??????????? ?????????? ???????,3,,,5,888,20,5,,4,1,1,1 2 3,1,1,1,0,0,1,,,1,1,2,,,1,1,,1,,2,3,,,3,0,,,,0,,,,1,1,2,1,2,,,2022-May-17 12:03:34,,,1,0,30,10,10,50,100,,1,10,20,10,10,50,100,,1,50,0,0,0,50,100,1,,,,,1,2022-May-17 12:03:34,,2022-May-17 12:03:34,1,1,0,0,0,,,,,,0,0,,,,,,,0,0,,,1,2,1,1,30,888,20,50,888,100,,3,3,,1,3,1,,1,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,,3,,1,1,1,2022-May-17 12:03:34,1652770394750.amr,https://kc.kobotoolbox.org/media/original?media_file=geeklord%2Fattachments%2F6d4817e2117e43cb8c84e2627013e582%2Fb2d5fcc3-099b-496f-9865-0bd2344668dd%2F1652770394750.amr,vtjXBenaKMW6cLddBExK9E,vafXx8DqArDhcq5SSyTguJ,vJKFJjCqjiUx5Movkggbgd,vYuRmU4Qg2fC9oS7vZjyui,157491811,b2d5fcc3-099b-496f-9865-0bd2344668dd,2022-05-17,,,submitted_via_web,acrossdata,,15
2022-05-18,2022-05-18,2022-05-18,,,collect:mAdDxmAftC3yrEi8,,audit.csv,https://kc.kobotoolbox.org/media/original?media_file=geeklord%2Fattachments%2F6d4817e2117e43cb8c84e2627013e582%2F7be7533f-8aa1-4c8d-a471-711fbae25f30%2Faudit.csv,,,,,,2022-May-18 12:19:48,5222,5222,,,,1,1,Twinkal barkhade,2,Sandip Pandurang Samse,1,2022-May-18 12:19:48,Umarkhed,5,30,1,,1,,,,,,,,,,,,,,,,,,,,2,2022-May-18 12:19:48,1,,0,,,,,1,1,,1,,3,0,1,0,2022-May-18 12:19:48,,,,,1,1 2 3,1,1,1,0,0,,1,,2,3,2022-May-18 12:19:48,,,2,,,,,,1,0,0,0,0,100,100,,5,????? ????????? ??????????? ?????????? ???????,7,,,5,8888,10,30,,1,1,1,1 2 3,1,1,1,0,0,3,,,1,1,1,,,1,1,,1,,2,3,,,3,0,,,,0,,,,4,0,,1,2,,,2022-May-18 12:19:48,,,1,0,0,0,0,100,100,,1,50,5,5,30,10,100,,1,0,50,0,25,25,100,0,2,0,1,0,3,2022-May-18 12:19:48,,2022-May-18 12:19:48,1,1,1,1,1,3,0,0,1,0,1,0,,,,,,,1,0,,,0,,1,1,50,888,10,40,888,100,,3,2,,1,2,2,,0,1 3,0,1,0,1,0,0,,1 3,0,1,0,1,0,0,,1,,0,,,2022-May-18 12:19:48,1652857521214.amr,https://kc.kobotoolbox.org/media/original?media_file=geeklord%2Fattachments%2F6d4817e2117e43cb8c84e2627013e582%2F7be7533f-8aa1-4c8d-a471-711fbae25f30%2F1652857521214.amr,vtjXBenaKMW6cLddBExK9E,vafXx8DqArDhcq5SSyTguJ,vJKFJjCqjiUx5Movkggbgd,vYuRmU4Qg2fC9oS7vZjyui,157693937,7be7533f-8aa1-4c8d-a471-711fbae25f30,2022-05-18,,,submitted_via_web,acrossdata,,16
2022-05-18,2022-05-18,2022-05-18,,,collect:gaOfiW0PFJKEleBl,,audit.csv,https://kc.kobotoolbox.org/media/original?media_file=geeklord%2Fattachments%2F6d4817e2117e43cb8c84e2627013e582%2F4c383bc8-153d-4d58-896d-8d3f80b906eb%2Faudit.csv,,,,,,2022-May-18 10:49:04,5121,5121,,,,1,1,Rukmini Pujari ,2,Tipanna pujari ,1,2022-May-18 10:49:04,Nimbhora ,5,32,1,,1,,,,,,,,,,,,,,,,,,,,1,2022-May-18 10:49:04,1,,0,,,,,1,0,,1,,1,0,0,0,2022-May-18 10:49:04,,,,,1,1 2 3,1,1,1,0,0,,1,,2,3,2022-May-18 10:49:04,,,1,,,,,,1,0,0,0,25,75,100,,5,????? ????????? ??????????? ?????????? ???????,10,Gavachya baher,,10,888,999,15,,1,1,2,1 2 3,1,1,1,0,0,3,,,1,1,2,,,0,0,,1,,2,3,,,3,0,,,,1,1,,,4,0,,1,2,,,2022-May-18 10:49:04,,,1,0,0,0,25,75,100,,1,10,10,10,10,60,100,,1,10,20,25,10,35,100,1,,,,,1,2022-May-18 10:49:04,,2022-May-18 10:49:04,1,1,0,0,0,,,,,,1,0,,,,,,,0,1,,,1,2,1,1,40,888,30,30,888,100,,1,1,,1,3,1,,1,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,,1,,1,1,1,2022-May-18 10:49:04,1652852066691.amr,https://kc.kobotoolbox.org/media/original?media_file=geeklord%2Fattachments%2F6d4817e2117e43cb8c84e2627013e582%2F4c383bc8-153d-4d58-896d-8d3f80b906eb%2F1652852066691.amr,vtjXBenaKMW6cLddBExK9E,vafXx8DqArDhcq5SSyTguJ,vJKFJjCqjiUx5Movkggbgd,vYuRmU4Qg2fC9oS7vZjyui,157695601,4c383bc8-153d-4d58-896d-8d3f80b906eb,2022-05-18,,,submitted_via_web,acrossdata,,17
2022-05-18,2022-05-18,2022-05-18,,,collect:3rEWIJn4HUGRyIYm,,audit.csv,https://kc.kobotoolbox.org/media/original?media_file=geeklord%2Fattachments%2F6d4817e2117e43cb8c84e2627013e582%2Fc10342c2-7a0a-43b4-8cfa-02ad09fe08b7%2Faudit.csv,,,,,,2022-May-18 10:21:10,5223,5223,,,,1,1,Vaibhav khandare,1,Geeta gangwe,2,2022-May-18 10:21:10,Warha,5,30,1,,1,,,,,,,,,,,,,,,,,,,,1,2022-May-18 10:21:10,1,,0,,,,,1,0,,1,,0,,,,2022-May-18 10:21:10,,,,,1,1,1,0,0,0,0,,1,,2,3,2022-May-18 10:21:10,,,2,,,,,,1,0,20,50,20,10,100,,3,?????????? ???????????? ???????,7,,,10,888,999,10,,1,1,2,1 2 3,1,1,1,0,0,4,,,1,1,2,,,0,0,,1,,2,3,,,3,0,,,,1,2,,,4,0,,1,2,,,2022-May-18 10:21:10,,,1,10,40,20,10,20,100,,1,20,10,50,10,10,100,,1,0,15,40,15,30,100,1,,,,,1,2022-May-18 10:21:10,,2022-May-18 10:21:10,1,1,1,0,0,,,,,,1,0,,,,,,,1,1,,,1,1,1,2,40,888,30,30,888,100,,3,1,,1,2,1,,1,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,,1,,1,0,0,2022-May-18 10:21:10,1652850273367.amr,https://kc.kobotoolbox.org/media/original?media_file=geeklord%2Fattachments%2F6d4817e2117e43cb8c84e2627013e582%2Fc10342c2-7a0a-43b4-8cfa-02ad09fe08b7%2F1652850273367.amr,vtjXBenaKMW6cLddBExK9E,vafXx8DqArDhcq5SSyTguJ,vJKFJjCqjiUx5Movkggbgd,vYuRmU4Qg2fC9oS7vZjyui,157746303,c10342c2-7a0a-43b4-8cfa-02ad09fe08b7,2022-05-18,,,submitted_via_web,acrossdata,,18
2022-05-19,2022-05-19,2022-05-19,,,collect:Z6GD89v0LhbAWt9B,,audit.csv,https://kc.kobotoolbox.org/media/original?media_file=geeklord%2Fattachments%2F6d4817e2117e43cb8c84e2627013e582%2Fc7c0d480-7a5b-4e87-a9a6-5b043183dc56%2Faudit.csv,,,,,,2022-May-19 13:03:42,5213,5213,,,,1,1,Prashant kute ,1,Vaishnavi R.Giri ,2,2022-May-19 13:03:42,Khed ,5,28,1,,1,,,,,,,,,,,,,,,,,,,,2,2022-May-19 13:03:42,1,,0,,,,,1,1,,1,,2,0,0,1,2022-May-19 13:03:42,,,,,1,1 2 3,1,1,1,0,0,,1,,2,3,2022-May-19 13:03:42,,,2,,,,,,1,20,20,20,20,20,100,,4,???????? ?????? ????????? ???????,2,,,5,5,30,5,,1,1,2,3 2 5 1,1,1,1,0,1,1,,,1,1,2,,,0,0,,1,,2,4,,,3,0,,,,1,1,,,4,1,1,1,2,,,2022-May-19 13:03:42,,,1,20,20,20,20,20,100,,2,5,3,0,2,0,10,,1,30,10,20,30,10,100,1,,,,,1,2022-May-19 13:03:42,,2022-May-19 13:03:42,1,1,0,0,1,3,0,0,1,0,0,0,,,,,,,1,0,,,1,2,1,1,70,888,5,20,5,100,,2,2,,1,3,1,,0,3,0,0,0,1,0,0,,0,1,0,0,0,0,0,,1,,1,1,1,2022-May-19 13:03:42,1652946904526.amr,https://kc.kobotoolbox.org/media/original?media_file=geeklord%2Fattachments%2F6d4817e2117e43cb8c84e2627013e582%2Fc7c0d480-7a5b-4e87-a9a6-5b043183dc56%2F1652946904526.amr,vtjXBenaKMW6cLddBExK9E,vafXx8DqArDhcq5SSyTguJ,vJKFJjCqjiUx5Movkggbgd,vYuRmU4Qg2fC9oS7vZjyui,157929574,c7c0d480-7a5b-4e87-a9a6-5b043183dc56,2022-05-19,,,submitted_via_web,acrossdata,,19
2022-05-19,2022-05-19,2022-05-19,,,collect:ZARQWen2yelBQp6E,,audit.csv,https://kc.kobotoolbox.org/media/original?media_file=geeklord%2Fattachments%2F6d4817e2117e43cb8c84e2627013e582%2F0904134f-c6d4-4cf8-9fcf-e54e1536d604%2Faudit.csv,,,,,,2022-May-19 13:33:26,5121,5121,,,,1,1,Tipanna pujari,1,Rukmini shivsharan,2,2022-May-19 13:33:26,Ratanpur,5,32,1,,2,13 16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Grampanchayat karmchari,2,2022-May-19 13:33:26,1,,1,Pramod dhakde,1,13,,1,0,,1,,1,0,0,1,2022-May-19 13:33:26,,,,,2,4 3,0,0,1,1,0,,3,1,2,4,2022-May-19 13:33:26,,,3,,,,,,1,0,0,0,0,100,100,,5,????? ????????? ??????????? ?????????? ???????,7,,,15,15,999,15,,4,0,,3 4,0,0,1,1,0,4,,,2,1,1,1,1,0,0,,2,1,3,4,,,3,0,,0,,1,1,,,4,0,,1,2,0,,2022-May-19 13:33:26,,,1,20,10,25,10,35,100,,1,20,20,20,5,35,100,,1,20,30,15,10,25,100,0,1 2 3,1,1,1,4,2022-May-19 13:33:26,,2022-May-19 13:33:26,0,,,,,,,,,,,,,,,,,,,,1,3,0,,1,2,5,35,10,50,888,100,,1,1,,3,1,3,,1,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,,4,,1,0,0,2022-May-19 13:33:26,1652948350279.amr,https://kc.kobotoolbox.org/media/original?media_file=geeklord%2Fattachments%2F6d4817e2117e43cb8c84e2627013e582%2F0904134f-c6d4-4cf8-9fcf-e54e1536d604%2F1652948350279.amr,vtjXBenaKMW6cLddBExK9E,vafXx8DqArDhcq5SSyTguJ,vJKFJjCqjiUx5Movkggbgd,vYuRmU4Qg2fC9oS7vZjyui,157947917,0904134f-c6d4-4cf8-9fcf-e54e1536d604,2022-05-19,,,submitted_via_web,acrossdata,,20
2022-05-18,2022-05-19,2022-05-18,,,collect:xwJOIgU4y2TaJmhQ,,audit.csv,https://kc.kobotoolbox.org/media/original?media_file=geeklord%2Fattachments%2F6d4817e2117e43cb8c84e2627013e582%2F9a188c04-7996-486c-942a-5b934095ce12%2Faudit.csv,,,,,,2022-May-18 14:31:57,5202,5202,,,,1,1,Geeta gangve,2,Vaibhao khandare,1,2022-May-18 14:31:57,Chikhal aavangi,5,30,1,,1,,,,,,,,,,,,,,,,,,,,2,2022-May-18 14:31:57,1,,0,,,,,1,0,,1,,5,1,0,0,2022-May-18 14:31:57,,,,,1,1 2 3,1,1,1,0,0,,3,,2,1,2022-May-18 14:31:57,,,1,,,,,,1,0,0,100,0,0,100,,3,?????????? ???????????? ???????,7,,,10,8,30,10,,3,1,2,1 2 3,1,1,1,0,0,1,,,1,1,1,,,0,0,,1,,2,3,,,3,0,,,,1,2,,,4,0,,1,2,,,2022-May-18 14:31:57,,,1,0,0,100,0,0,100,,1,0,0,100,0,0,100,,1,25,0,50,0,25,100,1,,,,,1,2022-May-18 14:31:57,,2022-May-18 14:31:57,1,1,0,0,0,,,,,,0,0,,,,,,,1,1,,,1,1,1,1,25,0,25,50,0,100,,2,2,,1,3,1,,1,0 3 1 2,1,1,1,1,0,0,,0,1,0,0,0,0,0,,3,,1,1,1,2022-May-18 14:31:57,1652948728946.amr,https://kc.kobotoolbox.org/media/original?media_file=geeklord%2Fattachments%2F6d4817e2117e43cb8c84e2627013e582%2F9a188c04-7996-486c-942a-5b934095ce12%2F1652948728946.amr,vtjXBenaKMW6cLddBExK9E,vafXx8DqArDhcq5SSyTguJ,vJKFJjCqjiUx5Movkggbgd,vYuRmU4Qg2fC9oS7vZjyui,157957647,9a188c04-7996-486c-942a-5b934095ce12,2022-05-19,,,submitted_via_web,acrossdata,,21
2022-05-19,2022-05-19,2022-05-19,,,collect:uJvywnVk59BPmFhG,,audit.csv,https://kc.kobotoolbox.org/media/original?media_file=geeklord%2Fattachments%2F6d4817e2117e43cb8c84e2627013e582%2Fb936e757-8bb1-4615-9ae7-17e473e4f2de%2Faudit.csv,,,,,,2022-May-19 12:31:06,5217,5217,,,,1,1,Sandip samse,1,Twinkal yogesh barkhade,2,2022-May-19 12:31:06,Nashirpur,5,30,1,,1,,,,,,,,,,,,,,,,,,,,2,2022-May-19 12:31:06,1,,0,,,,,1,0,,1,,0,,,,2022-May-19 12:31:06,,,,,1,1 2 3,1,1,1,0,0,,1,,2,3,2022-May-19 12:31:06,,,2,,,,,,1,10,20,20,10,50,110,,3,?????????? ???????????? ???????,8,,,20,8888,20,20,,1,1,1,1 2 3,1,1,1,0,0,4,,,1,1,1,,,1,1,,2,,1,3,,,1,1,1,,,1,2,,,1,1,1,1,1,,,2022-May-19 12:31:06,,,2,0,2.5,5,0,2.5,9,,1,20,50,80,10,30,190,,1,20,0,40,10,30,100,1,,,,,1,2022-May-19 12:31:06,,2022-May-19 12:31:06,1,2,0,0,0,,,,,,0,0,,,,,,,0,1,,,1,2,1,1,40,888,20,40,888,100,,2,2,,1,2,1,,1,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,,3,,1,1,1,2022-May-19 12:31:06,1652944770333.amr,https://kc.kobotoolbox.org/media/original?media_file=geeklord%2Fattachments%2F6d4817e2117e43cb8c84e2627013e582%2Fb936e757-8bb1-4615-9ae7-17e473e4f2de%2F1652944770333.amr,vtjXBenaKMW6cLddBExK9E,vafXx8DqArDhcq5SSyTguJ,vJKFJjCqjiUx5Movkggbgd,vYuRmU4Qg2fC9oS7vZjyui,158003972,b936e757-8bb1-4615-9ae7-17e473e4f2de,2022-05-19,,,submitted_via_web,acrossdata,,22
2022-05-20,2022-05-20,2022-05-20,,,collect:mAdDxmAftC3yrEi8,,audit.csv,https://kc.kobotoolbox.org/media/original?media_file=geeklord%2Fattachments%2F6d4817e2117e43cb8c84e2627013e582%2Ffa616b31-193b-429e-9dba-0975030a7d50%2Faudit.csv,,,,,,2022-May-20 12:39:45,5216,5216,,,,1,1,Twinkal barkhade,2,Sandip Samse,1,2022-May-20 12:39:45,Mninmpur,5,30,1,,1,,,,,,,,,,,,,,,,,,,,2,2022-May-20 12:39:45,1,,0,,,,,1,0,,1,,5,0,0,0,2022-May-20 12:39:45,,,,,3,1 2 3,1,1,1,0,0,,3,,2,1,2022-May-20 12:39:45,,,1,,,,,,1,0,0,0,0,100,100,,5,????? ????????? ??????????? ?????????? ???????,2,,,20,8888,10,10,,3,1,0,2 3,0,1,1,0,0,1,,,3,1,1,,,1,1,,3,,1,2,,,3,0,,,,1,2,,,4,0,,0,,,,2022-May-20 12:39:45,,,1,10,20,40,10,20,100,,1,10,15,50,10,15,100,,1,20,25,15,10,30,100,0,1,1,0,0,2,2022-May-20 12:39:45,,2022-May-20 12:39:45,0,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,10,888,40,50,888,100,,1,2,,2,1,2,,1,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,,2,,0,,,2022-May-20 12:39:45,1653031521850.amr,https://kc.kobotoolbox.org/media/original?media_file=geeklord%2Fattachments%2F6d4817e2117e43cb8c84e2627013e582%2Ffa616b31-193b-429e-9dba-0975030a7d50%2F1653031521850.amr,vtjXBenaKMW6cLddBExK9E,vafXx8DqArDhcq5SSyTguJ,vJKFJjCqjiUx5Movkggbgd,vYuRmU4Qg2fC9oS7vZjyui,158130354,fa616b31-193b-429e-9dba-0975030a7d50,2022-05-20,,,submitted_via_web,acrossdata,,23
